Clavage	N	Type	abundance	gen_length	subject_id
True	8741	D right	14	31	IGHD2-2
False	8741	J	14	50	IGHJ3
True	8742	V	88	302	IGHV3-72
True	8742	D left	88	30	IGHD3-10
True	8742	D right	88	30	IGHD3-10
True	8742	J	88	48	IGHJ4
True	8743	V	10	296	IGHV3-21
True	8743	D left	10	31	IGHD3-9
True	8743	D right	10	31	IGHD3-9
True	8743	J	10	62	IGHJ6
True	8744	V	29	301	IGHV2-70D
True	8744	D left	29	31	IGHD3-10
True	8744	D right	29	31	IGHD3-10
True	8744	J	29	50	IGHJ3
False	8745	V	23	299	IGHV4-39
True	8745	D left	23	31	IGHD3-3
True	8745	D right	23	31	IGHD3-3
True	8745	J	23	51	IGHJ5
True	8746	V	15	293	IGHV3-53
True	8746	D left	15	30	IGHD3-10
True	8746	D right	15	30	IGHD3-10
True	8746	J	15	48	IGHJ4
False	8747	V	24	296	IGHV7-4-1
True	8747	D left	24	31	IGHD2-2
True	8747	D right	24	31	IGHD2-2
True	8747	J	24	48	IGHJ4
True	8748	V	12	296	IGHV3-21
True	8748	D left	12	31	IGHD3-22
False	8748	D right	12	31	IGHD3-22
True	8748	J	12	62	IGHJ6
True	8749	V	8	296	IGHV1-69
False	8749	D left	8	18	IGHD6-6
True	8749	D right	8	18	IGHD6-6
True	8749	J	8	62	IGHJ6
True	8750	V	12	296	IGHV3-30
False	8750	D left	12	19	IGHD4-23
True	8750	D right	12	19	IGHD4-23
True	8750	J	12	48	IGHJ4
True	8751	V	21	296	IGHV1-18
True	8751	D left	21	21	IGHD6-19
False	8751	D right	21	21	IGHD6-19
True	8751	J	21	62	IGHJ6
True	8752	V	16	296	IGHV7-4-1
True	8752	D left	16	21	IGHD6-13
False	8752	D right	16	21	IGHD6-13
True	8752	J	16	51	IGHJ5
True	8753	V	15	296	IGHV3-7
True	8753	D left	15	31	IGHD3-22
True	8753	D right	15	31	IGHD3-22
True	8753	J	15	48	IGHJ4
True	8754	V	9	299	IGHV4-30-2
False	8754	D left	9	16	IGHD4-17
False	8754	D right	9	16	IGHD4-17
True	8754	J	9	51	IGHJ5
True	8755	V	31	302	IGHV3-15
True	8755	D left	31	20	IGHD1-26
True	8755	D right	31	20	IGHD1-26
True	8755	J	31	51	IGHJ5
True	8756	V	9	296	IGHV3-30-3
True	8756	D left	9	30	IGHD3-10
True	8756	D right	9	30	IGHD3-10
True	8756	J	9	48	IGHJ4
True	8757	V	65	296	IGHV3-11
True	8757	D left	65	21	IGHD6-13
True	8757	D right	65	21	IGHD6-13
True	8757	J	65	52	IGHJ1
False	8758	V	5	296	IGHV3-30
True	8758	D left	5	31	IGHD2-15
False	8758	D right	5	31	IGHD2-15
True	8758	J	5	62	IGHJ6
False	8759	V	24	299	IGHV4-39
True	8759	D left	24	31	IGHD3-10
True	8759	D right	24	31	IGHD3-10
True	8759	J	24	51	IGHJ5
True	8760	V	8	296	IGHV3-30-3
True	8760	D left	8	31	IGHD3-9
True	8760	D right	8	31	IGHD3-9
True	8760	J	8	51	IGHJ5
False	8761	V	63	293	IGHV3-53
False	8761	D left	63	31	IGHD3-10
True	8761	D right	63	31	IGHD3-10
True	8761	J	63	62	IGHJ6
False	8762	V	20	291	IGHV3-66
True	8762	D left	20	31	IGHD3-10
True	8762	D right	20	31	IGHD3-10
True	8762	J	20	51	IGHJ5
False	8763	V	16	296	IGHV1-69
True	8763	D left	16	23	IGHD5-12
True	8763	D right	16	23	IGHD5-12
True	8763	J	16	62	IGHJ6
True	8764	V	33	296	IGHV3-48
True	8764	D left	33	31	IGHD3-10
True	8764	D right	33	31	IGHD3-10
True	8764	J	33	53	IGHJ2
True	8765	V	27	296	IGHV3-30
True	8765	D left	27	31	IGHD2-15
True	8765	D right	27	31	IGHD2-15
True	8765	J	27	48	IGHJ4
False	8766	V	8	293	IGHV4-59
True	8766	J	8	51	IGHJ5
True	8767	V	5	296	IGHV1-69
True	8767	D left	5	21	IGHD6-19
True	8767	D right	5	21	IGHD6-19
True	8767	J	5	51	IGHJ5
False	8768	V	6	293	IGHV4-59
True	8768	J	6	62	IGHJ6
True	8769	V	23	296	IGHV3-48
True	8769	D left	23	20	IGHD5-5
True	8769	D right	23	20	IGHD5-5
True	8769	J	23	51	IGHJ5
False	8770	V	15	296	IGHV3-21
True	8770	D left	15	20	IGHD1-26
True	8770	D right	15	20	IGHD1-26
True	8770	J	15	48	IGHJ4
False	8771	V	8	294	IGHV3-30-3
True	8771	D left	8	30	IGHD3-10
True	8771	D right	8	30	IGHD3-10
True	8771	J	8	48	IGHJ4
False	8772	V	17	296	IGHV3-30-3
True	8772	D left	17	31	IGHD3-9
True	8772	D right	17	31	IGHD3-9
True	8772	J	17	62	IGHJ6
True	8773	V	5	294	IGHV1-2
True	8773	D left	5	20	IGHD1-26
True	8773	D right	5	20	IGHD1-26
True	8773	J	5	52	IGHJ1
True	8774	V	24	294	IGHV1-f
False	8774	D left	24	17	IGHD1-7
True	8774	D right	24	17	IGHD1-7
True	8774	J	24	51	IGHJ5
False	8775	V	36	296	IGHV3-48
True	8775	D left	36	11	IGHD7-27
True	8775	D right	36	11	IGHD7-27
True	8775	J	36	62	IGHJ6
True	8776	V	27	296	IGHV1-8
True	8776	D left	27	31	IGHD3-3
True	8776	D right	27	31	IGHD3-3
True	8776	J	27	62	IGHJ6
False	8777	V	9	296	IGHV3-64
True	8777	D left	9	17	IGHD1-14
True	8777	D right	9	17	IGHD1-14
True	8777	J	9	62	IGHJ6
False	8778	V	12	296	IGHV3-11
True	8778	D left	12	31	IGHD3-22
True	8778	D right	12	31	IGHD3-22
True	8778	J	12	51	IGHJ5
True	8779	V	5	296	IGHV1-69
True	8779	D left	5	28	IGHD2-21
True	8779	D right	5	28	IGHD2-21
True	8779	J	5	51	IGHJ5
True	8780	V	9	296	IGHV5-51
True	8780	D left	9	31	IGHD3-3
True	8780	D right	9	31	IGHD3-3
True	8780	J	9	48	IGHJ4
False	8781	V	6	296	IGHV1-3
True	8781	D left	6	21	IGHD6-19
True	8781	D right	6	21	IGHD6-19
True	8781	J	6	48	IGHJ4
True	8782	V	23	296	IGHV3-21
True	8782	D left	23	20	IGHD1-26
True	8782	D right	23	20	IGHD1-26
True	8782	J	23	50	IGHJ3
False	8783	V	7	288	IGHV4-59
True	8783	D left	7	20	IGHD1-26
True	8783	D right	7	20	IGHD1-26
True	8783	J	7	51	IGHJ5
True	8784	V	26	296	IGHV3-30
True	8784	D left	26	21	IGHD6-19
True	8784	D right	26	21	IGHD6-19
True	8784	J	26	48	IGHJ4
False	8785	V	14	302	IGHV3-15
True	8785	D left	14	31	IGHD3-3
True	8785	D right	14	31	IGHD3-3
True	8785	J	14	48	IGHJ4
False	8786	V	66	296	IGHV1-18
True	8786	D left	66	21	IGHD6-19
True	8786	D right	66	21	IGHD6-19
True	8786	J	66	62	IGHJ6
False	8787	V	9	296	IGHV3-30
True	8787	D left	9	20	IGHD5-24
True	8787	D right	9	20	IGHD5-24
True	8787	J	9	62	IGHJ6
False	8788	V	45	293	IGHV3-53
True	8788	D left	45	16	IGHD4-11
True	8788	D right	45	16	IGHD4-11
True	8788	J	45	48	IGHJ4
False	8789	V	16	305	IGHV6-1
True	8789	D left	16	21	IGHD6-13
False	8789	D right	16	21	IGHD6-13
True	8789	J	16	52	IGHJ1
True	8790	V	28	296	IGHV1-18
True	8790	D left	28	21	IGHD6-13
False	8790	D right	28	21	IGHD6-13
True	8790	J	28	51	IGHJ5
True	8791	V	19	302	IGHV3-72
True	8791	D left	19	31	IGHD2-2
True	8791	D right	19	31	IGHD2-2
True	8791	J	19	48	IGHJ4
True	8792	V	18	296	IGHV4-4
True	8792	D left	18	28	IGHD2-21
True	8792	D right	18	28	IGHD2-21
True	8792	J	18	51	IGHJ5
True	8793	V	8	298	IGHV3-9
True	8793	D left	8	28	IGHD2-21
True	8793	D right	8	28	IGHD2-21
True	8793	J	8	48	IGHJ4
True	8794	V	23	293	IGHV4-59
True	8794	D left	23	20	IGHD1-26
False	8794	D right	23	20	IGHD1-26
True	8794	J	23	62	IGHJ6
False	8795	V	64	301	IGHV2-5
True	8795	D left	64	31	IGHD3-22
True	8795	D right	64	31	IGHD3-22
False	8795	J	64	50	IGHJ3
True	8796	V	5	296	IGHV1-69
True	8796	D left	5	28	IGHD2-21
True	8796	D right	5	28	IGHD2-21
True	8796	J	5	51	IGHJ5
True	8797	V	11	296	IGHV5-51
True	8797	D left	11	31	IGHD2/OR15-2b
True	8797	D right	11	31	IGHD2/OR15-2b
False	8797	J	11	48	IGHJ4
True	8798	V	9	296	IGHV1-18
False	8798	D left	9	11	IGHD7-27
True	8798	D right	9	11	IGHD7-27
True	8798	J	9	48	IGHJ4
False	8799	V	38	296	IGHV3-11
True	8799	D left	38	20	IGHD1-26
False	8799	D right	38	20	IGHD1-26
True	8799	J	38	53	IGHJ2
False	8800	V	28	296	IGHV3-30
True	8800	D left	28	20	IGHD1-26
True	8800	D right	28	20	IGHD1-26
True	8800	J	28	48	IGHJ4
False	8801	V	8	296	IGHV1-69
True	8801	D left	8	20	IGHD1-26
True	8801	D right	8	20	IGHD1-26
True	8801	J	8	48	IGHJ4
True	8802	V	6	296	IGHV1-69
True	8802	D left	6	37	IGHD3-16
True	8802	D right	6	37	IGHD3-16
True	8802	J	6	62	IGHJ6
False	8803	V	8	296	IGHV1-69
True	8803	D left	8	37	IGHD3-16
True	8803	D right	8	37	IGHD3-16
True	8803	J	8	51	IGHJ5
True	8804	V	8	298	IGHV3-9
True	8804	D left	8	16	IGHD4-17
True	8804	D right	8	16	IGHD4-17
True	8804	J	8	48	IGHJ4
True	8805	V	12	296	IGHV3-23
True	8805	D left	12	31	IGHD3-10
True	8805	D right	12	31	IGHD3-10
True	8805	J	12	53	IGHJ2
True	8806	V	25	298	IGHV3-9
True	8806	D left	25	31	IGHD3-22
False	8806	D right	25	31	IGHD3-22
False	8806	J	25	62	IGHJ6
False	8807	V	52	296	IGHV7-4-1
True	8807	D left	52	31	IGHD3-10
True	8807	D right	52	31	IGHD3-10
True	8807	J	52	50	IGHJ3
True	8808	V	8	296	IGHV3-30-3
True	8808	D left	8	21	IGHD6-19
False	8808	D right	8	21	IGHD6-19
True	8808	J	8	52	IGHJ1
True	8809	V	32	299	IGHV4-61
True	8809	D left	32	31	IGHD3-10
True	8809	D right	32	31	IGHD3-10
True	8809	J	32	48	IGHJ4
False	8810	V	23	296	IGHV3-23
True	8810	D left	23	31	IGHD2/OR15-2b
True	8810	D right	23	31	IGHD2/OR15-2b
True	8810	J	23	48	IGHJ4
True	8811	V	16	293	IGHV3-53
True	8811	D left	16	21	IGHD6-19
False	8811	D right	16	21	IGHD6-19
True	8811	J	16	48	IGHJ4
True	8812	V	7	296	IGHV3-21
True	8812	D left	7	16	IGHD4-17
False	8812	D right	7	16	IGHD4-17
True	8812	J	7	62	IGHJ6
True	8813	V	5	296	IGHV1-69
True	8813	D left	5	31	IGHD3-10
True	8813	D right	5	31	IGHD3-10
True	8813	J	5	48	IGHJ4
False	8814	V	6	296	IGHV3-23
True	8814	D left	6	31	IGHD3-3
True	8814	D right	6	31	IGHD3-3
True	8814	J	6	48	IGHJ4
True	8815	V	26	296	IGHV1-69
True	8815	D left	26	31	IGHD3-9
True	8815	D right	26	31	IGHD3-9
True	8815	J	26	48	IGHJ4
True	8816	V	17	296	IGHV3-23
True	8816	D left	17	31	IGHD2-2
False	8816	D right	17	31	IGHD2-2
True	8816	J	17	48	IGHJ4
True	8817	V	16	294	IGHV1-f
True	8817	D left	16	31	IGHD2-15
True	8817	D right	16	31	IGHD2-15
True	8817	J	16	53	IGHJ2
False	8818	V	16	296	IGHV3-30
True	8818	D left	16	31	IGHD3-22
True	8818	D right	16	31	IGHD3-22
False	8818	J	16	62	IGHJ6
False	8819	V	33	296	IGHV1-18
True	8819	D left	33	31	IGHD3-10
True	8819	D right	33	31	IGHD3-10
True	8819	J	33	51	IGHJ5
True	8820	V	7	296	IGHV3-23
True	8820	D left	7	31	IGHD3-22
True	8820	D right	7	31	IGHD3-22
True	8820	J	7	51	IGHJ5
True	8821	V	18	296	IGHV3-7
True	8821	D left	18	16	IGHD4-17
False	8821	D right	18	16	IGHD4-17
True	8821	J	18	51	IGHJ5
False	8822	V	39	296	IGHV3-7
True	8822	D left	39	31	IGHD3-22
True	8822	D right	39	31	IGHD3-22
True	8822	J	39	48	IGHJ4
False	8823	V	57	296	IGHV3-30
True	8823	D left	57	31	IGHD2-15
True	8823	D right	57	31	IGHD2-15
False	8823	J	57	48	IGHJ4
True	8824	V	16	299	IGHV4-39
True	8824	D left	16	31	IGHD3-3
True	8824	D right	16	31	IGHD3-3
True	8824	J	16	51	IGHJ5
True	8825	V	9	293	IGHV4-59
True	8825	D left	9	31	IGHD2-15
False	8825	D right	9	31	IGHD2-15
True	8825	J	9	51	IGHJ5
False	8826	V	25	294	IGHV1-69
True	8826	D left	25	31	IGHD3-22
True	8826	D right	25	31	IGHD3-22
True	8826	J	25	62	IGHJ6
True	8827	V	102	296	IGHV5-51
True	8827	D left	102	31	IGHD2-2
True	8827	D right	102	31	IGHD2-2
True	8827	J	102	50	IGHJ3
False	8828	V	37	296	IGHV1-18
True	8828	D left	37	31	IGHD3-3
True	8828	D right	37	31	IGHD3-3
True	8828	J	37	48	IGHJ4
True	8829	V	6	296	IGHV1-3
True	8829	D left	6	31	IGHD3-10
True	8829	D right	6	31	IGHD3-10
True	8829	J	6	62	IGHJ6
True	8830	V	77	296	IGHV1-3
True	8830	D left	77	23	IGHD5-12
True	8830	D right	77	23	IGHD5-12
True	8830	J	77	48	IGHJ4
True	8831	V	11	293	IGHV4-59
True	8831	D left	11	21	IGHD6-13
True	8831	D right	11	21	IGHD6-13
False	8831	J	11	50	IGHJ3
True	8832	V	5	296	IGHV1-69
True	8832	D left	5	20	IGHD5-24
True	8832	D right	5	20	IGHD5-24
True	8832	J	5	48	IGHJ4
True	8833	V	23	296	IGHV5-51
True	8833	D left	23	20	IGHD1-26
True	8833	D right	23	20	IGHD1-26
True	8833	J	23	50	IGHJ3
False	8834	V	16	296	IGHV1-18
True	8834	D left	16	20	IGHD1-26
True	8834	D right	16	20	IGHD1-26
True	8834	J	16	51	IGHJ5
True	8835	V	9	296	IGHV1-18
True	8835	D left	9	16	IGHD4-17
True	8835	D right	9	16	IGHD4-17
True	8835	J	9	62	IGHJ6
False	8836	V	16	293	IGHV4-34
True	8836	D left	16	28	IGHD2-21
True	8836	D right	16	28	IGHD2-21
True	8836	J	16	48	IGHJ4
True	8837	V	35	296	IGHV3-74
True	8837	D left	35	31	IGHD2-2
True	8837	D right	35	31	IGHD2-2
True	8837	J	35	51	IGHJ5
False	8838	V	64	296	IGHV1-18
True	8838	D left	64	31	IGHD2-15
True	8838	D right	64	31	IGHD2-15
True	8838	J	64	48	IGHJ4
True	8839	V	33	296	IGHV3-23
True	8839	D left	33	31	IGHD3-10
True	8839	D right	33	31	IGHD3-10
True	8839	J	33	62	IGHJ6
False	8840	V	11	296	IGHV3-30
True	8840	D left	11	19	IGHD4-23
True	8840	D right	11	19	IGHD4-23
True	8840	J	11	62	IGHJ6
True	8841	V	47	293	IGHV4-59
True	8841	J	47	48	IGHJ4
True	8842	V	17	296	IGHV1-18
False	8842	D left	17	19	IGHD4/OR15-4b
True	8842	D right	17	19	IGHD4/OR15-4b
True	8842	J	17	48	IGHJ4
False	8843	V	17	294	IGHV3-30-3
True	8843	D left	17	21	IGHD6-13
True	8843	D right	17	21	IGHD6-13
True	8843	J	17	48	IGHJ4
True	8844	V	25	296	IGHV5-51
True	8844	D left	25	21	IGHD6-19
True	8844	D right	25	21	IGHD6-19
True	8844	J	25	62	IGHJ6
False	8845	V	7	298	IGHV3-9
False	8845	D left	7	28	IGHD2-21
True	8845	D right	7	28	IGHD2-21
True	8845	J	7	62	IGHJ6
True	8846	V	77	296	IGHV1-69
True	8846	D left	77	21	IGHD6-19
True	8846	D right	77	21	IGHD6-19
True	8846	J	77	62	IGHJ6
False	8847	V	13	302	IGHV3-15
True	8847	D left	13	20	IGHD1-26
True	8847	D right	13	20	IGHD1-26
True	8847	J	13	48	IGHJ4
True	8848	V	6	296	IGHV5-51
True	8848	D left	6	30	IGHD3-10
True	8848	D right	6	30	IGHD3-10
False	8848	J	6	50	IGHJ3
True	8849	V	30	294	IGHV3-30-3
True	8849	J	30	53	IGHJ2
True	8850	V	18	296	IGHV3-30-3
True	8850	D left	18	21	IGHD6-13
False	8850	D right	18	21	IGHD6-13
True	8850	J	18	48	IGHJ4
False	8851	V	37	298	IGHV3-9
True	8851	D left	37	28	IGHD2-21
True	8851	D right	37	28	IGHD2-21
False	8851	J	37	50	IGHJ3
True	8852	V	15	296	IGHV3-30-3
True	8852	D left	15	31	IGHD3-3
True	8852	D right	15	31	IGHD3-3
False	8852	J	15	48	IGHJ4
True	8853	V	9	298	IGHV3-9
False	8853	D left	9	20	IGHD1-26
True	8853	D right	9	20	IGHD1-26
True	8853	J	9	48	IGHJ4
False	8854	V	6	296	IGHV5-51
False	8854	D left	6	20	IGHD5-5
True	8854	D right	6	20	IGHD5-5
True	8854	J	6	48	IGHJ4
True	8855	V	14	293	IGHV3-53
False	8855	D left	14	21	IGHD6-19
False	8855	D right	14	21	IGHD6-19
True	8855	J	14	50	IGHJ3
True	8856	V	15	299	IGHV4-39
True	8856	D left	15	30	IGHD3-10
True	8856	D right	15	30	IGHD3-10
True	8856	J	15	50	IGHJ3
False	8857	V	14	293	IGHV4-59
True	8857	D left	14	37	IGHD3-16
True	8857	D right	14	37	IGHD3-16
True	8858	V	29	296	IGHV1-46
True	8858	D left	29	31	IGHD3-10
True	8858	D right	29	31	IGHD3-10
True	8858	J	29	62	IGHJ6
True	8859	V	22	296	IGHV1-18
True	8859	D left	22	23	IGHD5-12
True	8859	D right	22	23	IGHD5-12
True	8859	J	22	48	IGHJ4
True	8860	V	6	305	IGHV6-1
False	8860	D left	6	31	IGHD3-3
True	8860	D right	6	31	IGHD3-3
True	8860	J	6	62	IGHJ6
False	8861	V	6	296	IGHV3-23
True	8861	D left	6	31	IGHD3-9
True	8861	D right	6	31	IGHD3-9
True	8861	J	6	50	IGHJ3
True	8862	V	44	299	IGHV4-31
False	8862	D left	44	19	IGHD4-23
True	8862	D right	44	19	IGHD4-23
True	8862	J	44	51	IGHJ5
True	8863	V	6	299	IGHV4-39
False	8863	D left	6	31	IGHD3-10
True	8863	D right	6	31	IGHD3-10
True	8863	J	6	51	IGHJ5
True	8864	V	27	296	IGHV1-18
True	8864	D left	27	37	IGHD3-16
True	8864	D right	27	37	IGHD3-16
False	8864	J	27	48	IGHJ4
True	8865	V	22	299	IGHV4-39
True	8865	D left	22	17	IGHD1-1
False	8865	D right	22	17	IGHD1-1
True	8865	J	22	51	IGHJ5
True	8866	V	27	293	IGHV4-59
True	8866	D left	27	31	IGHD3-10
True	8866	D right	27	31	IGHD3-10
True	8866	J	27	62	IGHJ6
True	8867	V	105	296	IGHV3-23
True	8867	D left	105	30	IGHD3-10
True	8867	D right	105	30	IGHD3-10
True	8867	J	105	48	IGHJ4
False	8868	V	35	296	IGHV3-30
True	8868	D left	35	11	IGHD7-27
False	8868	D right	35	11	IGHD7-27
True	8868	J	35	53	IGHJ2
True	8869	V	15	296	IGHV1-18
False	8869	D left	15	21	IGHD6-19
False	8869	D right	15	21	IGHD6-19
True	8869	J	15	48	IGHJ4
True	8870	V	19	296	IGHV3-23
True	8870	D left	19	31	IGHD3-22
True	8870	D right	19	31	IGHD3-22
True	8870	J	19	52	IGHJ1
False	8871	V	21	299	IGHV4-31
True	8871	D left	21	20	IGHD1-26
True	8871	D right	21	20	IGHD1-26
True	8871	J	21	53	IGHJ2
False	8872	V	6	294	IGHV1-f
True	8872	D left	6	31	IGHD2-2
True	8872	D right	6	31	IGHD2-2
True	8872	J	6	48	IGHJ4
False	8873	V	10	296	IGHV1-69
True	8873	D left	10	31	IGHD3-9
True	8873	D right	10	31	IGHD3-9
True	8873	J	10	62	IGHJ6
False	8874	V	37	296	IGHV1-69
True	8874	D left	37	31	IGHD3-22
False	8874	D right	37	31	IGHD3-22
False	8874	J	37	48	IGHJ4
True	8875	V	15	296	IGHV3-74
True	8875	D left	15	19	IGHD4-23
True	8875	D right	15	19	IGHD4-23
True	8875	J	15	48	IGHJ4
True	8876	V	41	296	IGHV3-74
True	8876	D left	41	11	IGHD7-27
True	8876	D right	41	11	IGHD7-27
True	8876	J	41	48	IGHJ4
False	8877	V	8	298	IGHV3-9
True	8877	D left	8	31	IGHD3-9
True	8877	D right	8	31	IGHD3-9
True	8877	J	8	48	IGHJ4
False	8878	V	32	293	IGHV3-53
True	8878	D left	32	31	IGHD3-9
True	8878	D right	32	31	IGHD3-9
True	8878	J	32	48	IGHJ4
False	8879	V	47	296	IGHV7-4-1
True	8879	D left	47	21	IGHD6-19
True	8879	D right	47	21	IGHD6-19
True	8879	J	47	51	IGHJ5
True	8880	V	44	296	IGHV1-18
True	8880	D left	44	28	IGHD2-21
True	8880	D right	44	28	IGHD2-21
True	8880	J	44	62	IGHJ6
True	8881	V	9	299	IGHV4-61
True	8881	D left	9	20	IGHD5-24
True	8881	D right	9	20	IGHD5-24
True	8881	J	9	62	IGHJ6
False	8882	V	10	298	IGHV3-9
True	8882	D left	10	31	IGHD2-2
True	8882	D right	10	31	IGHD2-2
True	8882	J	10	62	IGHJ6
True	8883	V	21	296	IGHV1-46
True	8883	D left	21	16	IGHD4-17
True	8883	D right	21	16	IGHD4-17
True	8883	J	21	62	IGHJ6
True	8884	V	15	296	IGHV1-69
True	8884	D left	15	21	IGHD6-13
True	8884	D right	15	21	IGHD6-13
False	8884	J	15	50	IGHJ3
True	8885	V	25	296	IGHV5-51
True	8885	D left	25	31	IGHD2-2
True	8885	D right	25	31	IGHD2-2
True	8885	J	25	50	IGHJ3
False	8886	V	5	299	IGHV4-30-4
False	8886	D left	5	20	IGHD5-5
True	8886	D right	5	20	IGHD5-5
True	8886	J	5	48	IGHJ4
True	8887	V	73	296	IGHV3-23
True	8887	D left	73	30	IGHD3-10
True	8887	D right	73	30	IGHD3-10
True	8887	J	73	48	IGHJ4
True	8888	V	12	296	IGHV1-46
True	8888	D left	12	28	IGHD2-21
True	8888	D right	12	28	IGHD2-21
True	8888	J	12	50	IGHJ3
False	8889	V	11	299	IGHV4-30-4
True	8889	D left	11	31	IGHD3-22
True	8889	D right	11	31	IGHD3-22
True	8889	J	11	48	IGHJ4
True	8890	V	43	296	IGHV1-2
True	8890	D left	43	17	IGHD1-14
True	8890	D right	43	17	IGHD1-14
True	8891	V	6	296	IGHV1-18
True	8891	D left	6	31	IGHD3-10
True	8891	D right	6	31	IGHD3-10
True	8891	J	6	48	IGHJ4
True	8892	V	10	296	IGHV1-69
True	8892	D left	10	16	IGHD4-17
True	8892	D right	10	16	IGHD4-17
True	8892	J	10	48	IGHJ4
False	8893	V	11	299	IGHV4-39
True	8893	D left	11	21	IGHD6-19
True	8893	D right	11	21	IGHD6-19
True	8893	J	11	48	IGHJ4
False	8894	V	32	299	IGHV4-39
True	8894	D left	32	16	IGHD4-17
True	8894	D right	32	16	IGHD4-17
True	8894	J	32	51	IGHJ5
True	8895	V	29	296	IGHV3-30-3
True	8895	D left	29	30	IGHD3-10
True	8895	D right	29	30	IGHD3-10
True	8895	J	29	62	IGHJ6
True	8896	V	29	296	IGHV3-30-3
True	8896	D left	29	21	IGHD6-19
False	8896	D right	29	21	IGHD6-19
True	8896	J	29	62	IGHJ6
False	8897	V	42	299	IGHV4-31
True	8897	D left	42	21	IGHD6-19
True	8897	D right	42	21	IGHD6-19
True	8897	J	42	62	IGHJ6
False	8898	V	33	296	IGHV3-11
True	8898	D left	33	21	IGHD6-19
True	8898	D right	33	21	IGHD6-19
True	8898	J	33	48	IGHJ4
True	8899	V	37	296	IGHV3-30
False	8899	D left	37	16	IGHD4-17
True	8899	D right	37	16	IGHD4-17
False	8900	V	56	296	IGHV3-7
True	8900	D left	56	31	IGHD3-3
True	8900	D right	56	31	IGHD3-3
True	8900	J	56	50	IGHJ3
False	8901	V	23	296	IGHV3-30
True	8901	D left	23	16	IGHD4-11
True	8901	D right	23	16	IGHD4-11
True	8901	J	23	48	IGHJ4
True	8902	V	20	296	IGHV3-23
True	8902	D left	20	21	IGHD6-19
True	8902	D right	20	21	IGHD6-19
True	8902	J	20	48	IGHJ4
False	8903	V	5	305	IGHV6-1
True	8903	D left	5	31	IGHD3-10
True	8903	D right	5	31	IGHD3-10
False	8903	J	5	50	IGHJ3
False	8904	V	15	296	IGHV3-21
False	8904	D left	15	31	IGHD2-2
True	8904	D right	15	31	IGHD2-2
True	8904	J	15	51	IGHJ5
False	8905	V	23	302	IGHV3-49
True	8905	D left	23	16	IGHD4-11
False	8905	D right	23	16	IGHD4-11
True	8905	J	23	62	IGHJ6
True	8906	V	11	297	IGHV2-5
True	8906	D left	11	28	IGHD2-21
True	8906	D right	11	28	IGHD2-21
True	8906	J	11	48	IGHJ4
True	8907	V	10	296	IGHV3-11
True	8907	D left	10	31	IGHD3-9
True	8907	D right	10	31	IGHD3-9
True	8907	J	10	62	IGHJ6
True	8908	V	13	296	IGHV3-23
True	8908	D left	13	31	IGHD2-8
True	8908	D right	13	31	IGHD2-8
True	8908	J	13	48	IGHJ4
True	8909	V	8	299	IGHV4-30-4
True	8909	D left	8	31	IGHD3-3
True	8909	D right	8	31	IGHD3-3
True	8909	J	8	48	IGHJ4
False	8910	V	6	296	IGHV1-8
True	8910	D left	6	37	IGHD3-16
True	8910	D right	6	37	IGHD3-16
True	8910	J	6	48	IGHJ4
True	8911	V	7	299	IGHV4-31
True	8911	D left	7	31	IGHD2/OR15-2b
True	8911	D right	7	31	IGHD2/OR15-2b
False	8911	J	7	48	IGHJ4
True	8912	V	34	293	IGHV4-59
True	8912	D left	34	16	IGHD4-17
False	8912	D right	34	16	IGHD4-17
True	8912	J	34	51	IGHJ5
True	8913	V	18	296	IGHV3-11
True	8913	D left	18	23	IGHD5-12
True	8913	D right	18	23	IGHD5-12
True	8913	J	18	51	IGHJ5
True	8914	V	27	298	IGHV3-9
True	8914	D left	27	20	IGHD1-26
False	8914	D right	27	20	IGHD1-26
True	8914	J	27	48	IGHJ4
False	8915	V	24	296	IGHV1-69
True	8915	D left	24	21	IGHD6-19
True	8915	D right	24	21	IGHD6-19
True	8915	J	24	48	IGHJ4
True	8916	V	13	293	IGHV4-59
True	8916	D left	13	21	IGHD6-19
False	8916	D right	13	21	IGHD6-19
True	8916	J	13	51	IGHJ5
False	8917	V	29	296	IGHV3-23
True	8917	D left	29	21	IGHD6-19
True	8917	D right	29	21	IGHD6-19
True	8917	J	29	50	IGHJ3
True	8918	V	17	296	IGHV1-8
True	8918	D left	17	31	IGHD2-2
True	8918	D right	17	31	IGHD2-2
True	8918	J	17	51	IGHJ5
True	8919	V	10	296	IGHV3-48
True	8919	D left	10	31	IGHD2-15
True	8919	D right	10	31	IGHD2-15
True	8919	J	10	51	IGHJ5
True	8920	V	28	296	IGHV3-23
True	8920	D left	28	31	IGHD3-3
True	8920	D right	28	31	IGHD3-3
True	8920	J	28	48	IGHJ4
True	8921	V	20	302	IGHV3-72
True	8921	D left	20	31	IGHD2-15
True	8921	D right	20	31	IGHD2-15
True	8921	J	20	48	IGHJ4
False	8922	V	10	296	IGHV5-51
True	8922	D left	10	20	IGHD1-26
True	8922	D right	10	20	IGHD1-26
True	8922	J	10	48	IGHJ4
True	8923	V	26	294	IGHV3-30-3
True	8923	D left	26	11	IGHD7-27
True	8923	D right	26	11	IGHD7-27
True	8923	J	26	48	IGHJ4
True	8924	V	5	296	IGHV3-20
True	8924	D left	5	31	IGHD2-2
