Clavage	N	Type	abundance	gen_length	palindrome_len	perc_identity	subject_id
False	4875	D right	10	20	0	94.12	IGHD5-24
True	4875	J	10	48	0	100.0	IGHJ4
True	4876	V	83	296	0	92.54	IGHV3-33
True	4876	D left	83	20	0	100.0	IGHD5-5
True	4876	D right	83	20	0	100.0	IGHD5-5
True	4877	V	5	296	1	94.56	IGHV3-23
True	4877	D left	5	21	0	100.0	IGHD6-19
False	4877	D right	5	21	0	100.0	IGHD6-19
False	4877	J	5	48	2	97.37	IGHJ4
True	4878	V	11	296	0	100.0	IGHV1-69
True	4878	D left	11	31	0	100.0	IGHD2-15
True	4878	D right	11	31	1	100.0	IGHD2-15
True	4878	J	11	51	0	100.0	IGHJ5
False	4879	V	17	296	0	99.66	IGHV1-2
True	4879	D left	17	18	1	100.0	IGHD6-6
False	4879	D right	17	18	0	100.0	IGHD6-6
True	4879	J	17	62	0	100.0	IGHJ6
True	4880	V	19	296	0	100.0	IGHV1-18
True	4880	D left	19	21	0	100.0	IGHD6-13
True	4880	D right	19	21	1	100.0	IGHD6-13
True	4880	J	19	48	0	100.0	IGHJ4
True	4881	V	30	296	0	92.54	IGHV1-2
True	4881	D left	30	31	0	100.0	IGHD2-8
True	4881	D right	30	31	0	100.0	IGHD2-8
True	4881	J	30	48	0	100.0	IGHJ4
True	4882	V	52	299	0	100.0	IGHV4-39
True	4882	D left	52	37	3	100.0	IGHD3-16
True	4882	D right	52	37	0	100.0	IGHD3-16
True	4882	J	52	62	0	100.0	IGHJ6
True	4883	V	17	296	0	98.31	IGHV1-69
False	4883	D left	17	20	0	93.75	IGHD5-5
True	4883	D right	17	20	0	93.75	IGHD5-5
True	4883	J	17	48	1	100.0	IGHJ4
True	4884	V	41	296	1	96.93	IGHV1-69
False	4884	D left	41	31	2	96.43	IGHD2-2
True	4884	D right	41	31	0	96.43	IGHD2-2
False	4884	J	41	51	0	100.0	IGHJ5
False	4885	V	9	305	1	90.22	IGHV6-1
True	4885	D left	9	31	0	100.0	IGHD2-15
True	4885	D right	9	31	0	100.0	IGHD2-15
True	4885	J	9	62	0	100.0	IGHJ6
False	4886	V	9	296	2	98.65	IGHV1-2
True	4886	D left	9	20	1	92.31	IGHD5-5
True	4886	D right	9	20	0	92.31	IGHD5-5
True	4886	J	9	48	0	100.0	IGHJ4
True	4887	V	20	299	1	99.56	IGHV4-39
False	4887	D left	20	23	2	100.0	IGHD5-12
True	4887	D right	20	23	0	100.0	IGHD5-12
True	4887	J	20	62	0	100.0	IGHJ6
True	4888	V	33	293	0	100.0	IGHV4-59
True	4888	D left	33	31	1	100.0	IGHD2-2
True	4888	D right	33	31	0	100.0	IGHD2-2
True	4888	J	33	51	1	100.0	IGHJ5
False	4889	V	30	301	2	99.34	IGHV2-5
True	4889	D left	30	37	0	100.0	IGHD3-16
True	4889	D right	30	37	0	100.0	IGHD3-16
True	4889	J	30	48	0	100.0	IGHJ4
True	4890	V	35	293	0	100.0	IGHV4-59
True	4890	D left	35	31	0	100.0	IGHD3-3
True	4890	D right	35	31	0	100.0	IGHD3-3
True	4890	J	35	48	3	100.0	IGHJ4
True	4891	V	44	296	0	100.0	IGHV1-69
True	4891	D left	44	31	0	100.0	IGHD3-3
False	4891	D right	44	31	0	100.0	IGHD3-3
True	4891	J	44	62	0	100.0	IGHJ6
False	4892	V	81	296	1	91.89	IGHV1-69
True	4892	D left	81	30	0	100.0	IGHD3-10
True	4892	D right	81	30	1	100.0	IGHD3-10
True	4892	J	81	48	1	100.0	IGHJ4
True	4893	V	16	296	0	99.32	IGHV3-74
True	4893	D left	16	21	0	100.0	IGHD6-19
True	4893	D right	16	21	0	100.0	IGHD6-19
True	4893	J	16	51	1	100.0	IGHJ5
True	4894	V	27	296	0	90.69	IGHV5-51
True	4894	D left	27	31	0	100.0	IGHD3-22
True	4894	D right	27	31	0	100.0	IGHD3-22
True	4894	J	27	51	0	92.11	IGHJ5
True	4895	V	24	296	0	95.24	IGHV3-23
True	4895	D left	24	37	0	100.0	IGHD3-16
True	4895	D right	24	37	0	100.0	IGHD3-16
True	4895	J	24	48	1	97.37	IGHJ4
True	4896	V	34	299	1	99.66	IGHV4-39
True	4896	D left	34	31	0	100.0	IGHD3-22
True	4896	D right	34	31	0	100.0	IGHD3-22
True	4896	J	34	48	0	100.0	IGHJ4
False	4897	V	25	296	1	89.19	IGHV3-23
True	4897	D left	25	30	0	100.0	IGHD3-10
True	4897	D right	25	30	0	100.0	IGHD3-10
True	4897	J	25	51	0	100.0	IGHJ5
True	4898	V	20	296	0	98.86	IGHV1-69
True	4898	D left	20	20	0	100.0	IGHD5-5
True	4898	D right	20	20	1	100.0	IGHD5-5
True	4898	J	20	62	0	98.08	IGHJ6
True	4899	V	38	299	0	97.95	IGHV4-39
True	4899	D left	38	37	0	100.0	IGHD3-16
True	4899	D right	38	37	0	100.0	IGHD3-16
True	4899	J	38	48	0	100.0	IGHJ4
False	4900	V	33	296	0	97.64	IGHV5-51
True	4900	D left	33	31	0	92.31	IGHD2-15
True	4900	D right	33	31	1	92.31	IGHD2-15
True	4900	J	33	48	0	100.0	IGHJ4
True	4901	V	111	296	2	89.83	IGHV3-23
True	4901	D left	111	31	1	100.0	IGHD2-2
True	4901	D right	111	31	0	100.0	IGHD2-2
True	4901	J	111	48	1	96.0	IGHJ4
True	4902	V	9	299	0	96.98	IGHV4-39
True	4902	D left	9	21	0	100.0	IGHD6-13
True	4902	D right	9	21	0	100.0	IGHD6-13
True	4902	J	9	48	0	94.87	IGHJ4
True	4903	V	31	302	0	98.32	IGHV3-73
False	4903	D left	31	17	0	100.0	IGHD1-1
False	4903	D right	31	17	0	100.0	IGHD1-1
True	4903	J	31	48	0	100.0	IGHJ4
False	4904	V	22	293	2	100.0	IGHV3-66
True	4904	D left	22	21	0	100.0	IGHD6-19
True	4904	D right	22	21	2	100.0	IGHD6-19
True	4904	J	22	51	1	100.0	IGHJ5
False	4905	V	43	296	0	91.22	IGHV3-7
True	4905	D left	43	19	1	100.0	IGHD4-23
False	4905	D right	43	19	0	100.0	IGHD4-23
False	4906	V	13	293	0	100.0	IGHV4-34
True	4906	D left	13	16	0	100.0	IGHD4-11
False	4906	D right	13	16	1	100.0	IGHD4-11
True	4906	J	13	62	1	98.04	IGHJ6
True	4907	V	34	296	0	99.66	IGHV1-18
True	4907	D left	34	37	0	100.0	IGHD3-16
True	4907	D right	34	37	1	100.0	IGHD3-16
True	4907	J	34	48	1	100.0	IGHJ4
False	4908	V	25	293	2	100.0	IGHV4-59
True	4908	D left	25	31	0	100.0	IGHD3-22
False	4908	D right	25	31	0	100.0	IGHD3-22
False	4908	J	25	62	1	98.25	IGHJ6
True	4909	V	28	299	1	100.0	IGHV4-31
True	4909	D left	28	31	0	100.0	IGHD2-2
True	4909	D right	28	31	0	100.0	IGHD2-2
True	4909	J	28	48	1	100.0	IGHJ4
True	4910	V	23	296	1	98.28	IGHV3-74
True	4910	D left	23	20	1	100.0	IGHD1-26
True	4910	D right	23	20	0	100.0	IGHD1-26
True	4910	J	23	48	0	96.3	IGHJ4
True	4911	V	13	298	1	100.0	IGHV3-9
True	4911	D left	13	21	0	100.0	IGHD6-13
True	4911	D right	13	21	1	100.0	IGHD6-13
True	4911	J	13	62	0	98.0	IGHJ6
False	4912	V	29	299	0	100.0	IGHV4-39
True	4912	D left	29	31	0	100.0	IGHD2-8
True	4912	D right	29	31	0	100.0	IGHD2-8
False	4912	J	29	48	2	100.0	IGHJ4
True	4913	V	36	293	0	96.92	IGHV4-34
True	4913	D left	36	31	1	100.0	IGHD2-8
True	4913	D right	36	31	0	100.0	IGHD2-8
True	4913	J	36	51	1	97.22	IGHJ5
True	4914	V	35	293	0	97.32	IGHV3-53
False	4915	V	30	296	0	94.68	IGHV1-69
False	4915	D left	30	20	1	100.0	IGHD5-5
True	4915	D right	30	20	0	100.0	IGHD5-5
True	4915	J	30	62	0	97.44	IGHJ6
False	4916	V	46	299	3	96.66	IGHV4-39
True	4916	D left	46	21	0	100.0	IGHD6-19
True	4916	D right	46	21	1	100.0	IGHD6-19
True	4916	J	46	48	0	100.0	IGHJ4
False	4917	V	45	296	1	78.79	IGHV1-18
True	4917	D left	45	37	1	100.0	IGHD3-16
True	4917	D right	45	37	2	100.0	IGHD3-16
True	4917	J	45	62	1	97.44	IGHJ6
True	4918	V	124	293	0	100.0	IGHV4-34
True	4918	D left	124	18	0	100.0	IGHD6-6
True	4918	D right	124	18	0	100.0	IGHD6-6
True	4918	J	124	48	0	100.0	IGHJ4
True	4919	V	14	293	0	100.0	IGHV4-34
True	4919	D left	14	31	0	100.0	IGHD3-22
True	4919	D right	14	31	0	100.0	IGHD3-22
True	4919	J	14	48	1	96.97	IGHJ4
False	4920	V	28	296	0	98.65	IGHV1-2
True	4920	D left	28	30	0	100.0	IGHD3-10
True	4920	D right	28	30	2	100.0	IGHD3-10
True	4920	J	28	62	0	100.0	IGHJ6
True	4921	V	36	296	0	100.0	IGHV5-51
True	4921	D left	36	20	0	100.0	IGHD5-24
True	4921	D right	36	20	1	100.0	IGHD5-24
True	4921	J	36	51	0	100.0	IGHJ5
True	4922	V	22	299	0	95.64	IGHV4-30-4
True	4922	D left	22	16	1	100.0	IGHD4-17
False	4922	D right	22	16	1	100.0	IGHD4-17
True	4922	J	22	62	0	92.31	IGHJ6
True	4923	V	19	294	0	88.5	IGHV4-b
True	4924	V	19	293	0	100.0	IGHV4-34
True	4924	D left	19	31	1	100.0	IGHD2-15
True	4924	D right	19	31	0	100.0	IGHD2-15
True	4924	J	19	48	0	97.06	IGHJ4
False	4925	V	30	296	0	100.0	IGHV1-3
True	4925	D left	30	31	0	100.0	IGHD3-3
True	4925	D right	30	31	0	100.0	IGHD3-3
True	4925	J	30	48	1	100.0	IGHJ4
False	4926	V	185	293	0	89.42	IGHV4-34
True	4926	D left	185	16	1	100.0	IGHD4-11
True	4926	D right	185	16	0	100.0	IGHD4-11
True	4927	V	37	305	0	100.0	IGHV6-1
True	4927	D left	37	31	0	100.0	IGHD2-15
True	4927	D right	37	31	0	100.0	IGHD2-15
True	4927	J	37	62	0	100.0	IGHJ6
False	4928	V	10	296	4	100.0	IGHV1-24
True	4928	D left	10	20	0	100.0	IGHD1-26
True	4928	D right	10	20	1	100.0	IGHD1-26
True	4928	J	10	48	0	96.67	IGHJ4
False	4929	V	6	294	0	82.99	IGHV3-30-3
True	4929	D left	6	31	0	100.0	IGHD3-3
True	4929	D right	6	31	0	100.0	IGHD3-3
True	4929	J	6	48	0	96.77	IGHJ4
True	4930	V	24	296	0	100.0	IGHV3-11
True	4930	D left	24	20	0	100.0	IGHD1-26
True	4930	D right	24	20	1	100.0	IGHD1-26
True	4930	J	24	48	0	100.0	IGHJ4
False	4931	V	10	296	0	91.89	IGHV3-30
True	4931	D left	10	31	0	100.0	IGHD3-22
True	4931	D right	10	31	0	100.0	IGHD3-22
True	4931	J	10	48	0	96.43	IGHJ4
False	4932	V	27	293	0	99.32	IGHV4-59
True	4932	D left	27	37	1	100.0	IGHD3-16
True	4932	D right	27	37	0	100.0	IGHD3-16
True	4932	J	27	51	1	100.0	IGHJ5
False	4933	V	32	296	3	95.95	IGHV3-30
True	4933	D left	32	28	0	91.67	IGHD2-21
True	4933	D right	32	28	0	91.67	IGHD2-21
True	4933	J	32	48	0	97.22	IGHJ4
False	4934	V	66	305	0	93.11	IGHV6-1
True	4934	D left	66	19	0	94.12	IGHD4-23
True	4934	D right	66	19	0	94.12	IGHD4-23
True	4934	J	66	51	0	96.3	IGHJ5
False	4935	V	17	294	0	100.0	IGHV3-30-3
True	4935	D left	17	31	0	100.0	IGHD2-15
True	4935	D right	17	31	0	100.0	IGHD2-15
True	4935	J	17	48	0	100.0	IGHJ4
False	4936	V	20	293	0	100.0	IGHV4-34
True	4936	D left	20	20	0	100.0	IGHD5-24
True	4936	D right	20	20	1	100.0	IGHD5-24
True	4936	J	20	48	0	100.0	IGHJ4
True	4937	V	15	296	1	94.24	IGHV1-2
True	4937	D left	15	31	0	94.44	IGHD3-22
True	4937	D right	15	31	1	94.44	IGHD3-22
True	4937	J	15	51	0	100.0	IGHJ5
True	4938	V	71	302	0	97.0	IGHV3-15
False	4938	D left	71	18	0	100.0	IGHD6-6
True	4938	D right	71	18	0	100.0	IGHD6-6
False	4938	J	71	62	1	97.44	IGHJ6
False	4939	V	35	294	0	100.0	IGHV3-30-3
True	4939	D left	35	18	0	100.0	IGHD6-6
True	4939	D right	35	18	0	100.0	IGHD6-6
True	4940	V	38	293	0	98.97	IGHV4-34
True	4940	D left	38	21	2	93.33	IGHD6-19
True	4940	D right	38	21	1	93.33	IGHD6-19
True	4940	J	38	48	0	97.37	IGHJ4
False	4941	V	15	294	0	100.0	IGHV3-30-3
True	4941	D left	15	21	0	100.0	IGHD6-13
True	4941	D right	15	21	1	100.0	IGHD6-13
True	4941	J	15	62	1	98.04	IGHJ6
False	4942	V	43	296	1	100.0	IGHV3-21
True	4942	D left	43	31	0	100.0	IGHD2-2
True	4942	D right	43	31	0	100.0	IGHD2-2
True	4942	J	43	62	0	100.0	IGHJ6
True	4943	V	19	294	0	93.49	IGHV4-b
True	4943	D left	19	31	0	100.0	IGHD3-9
True	4943	D right	19	31	0	100.0	IGHD3-9
True	4943	J	19	48	0	97.22	IGHJ4
True	4944	V	78	296	0	97.95	IGHV1-2
True	4944	D left	78	31	0	96.15	IGHD3-22
True	4944	D right	78	31	0	96.15	IGHD3-22
True	4944	J	78	62	0	100.0	IGHJ6
False	4945	V	5	299	0	100.0	IGHV4-39
True	4945	D left	5	16	1	100.0	IGHD4-17
True	4945	D right	5	16	0	100.0	IGHD4-17
True	4945	J	5	62	1	98.0	IGHJ6
False	4946	V	13	296	0	95.27	IGHV3-48
True	4946	D left	13	18	0	100.0	IGHD6-6
True	4946	D right	13	18	0	100.0	IGHD6-6
False	4946	J	13	48	1	97.62	IGHJ4
False	4947	V	54	293	0	87.37	IGHV4-4
True	4947	D left	54	20	0	100.0	IGHD5-24
True	4947	D right	54	20	0	100.0	IGHD5-24
False	4947	J	54	51	0	93.02	IGHJ5
False	4948	V	19	296	0	100.0	IGHV3-11
True	4948	D left	19	31	0	100.0	IGHD3-22
True	4948	D right	19	31	0	100.0	IGHD3-22
True	4948	J	19	48	0	97.3	IGHJ4
False	4949	V	12	301	1	99.67	IGHV2-5
True	4949	D left	12	20	0	100.0	IGHD1-26
True	4949	D right	12	20	0	100.0	IGHD1-26
True	4949	J	12	48	2	100.0	IGHJ4
True	4950	V	7	296	0	100.0	IGHV1-46
True	4950	D left	7	21	2	100.0	IGHD6-19
True	4950	D right	7	21	0	100.0	IGHD6-19
True	4950	J	7	48	0	100.0	IGHJ4
True	4951	V	12	293	0	100.0	IGHV3-53
True	4951	D left	12	20	0	100.0	IGHD1-26
True	4951	D right	12	20	0	100.0	IGHD1-26
False	4951	J	12	48	1	100.0	IGHJ4
True	4952	V	38	299	1	99.66	IGHV4-39
True	4952	D left	38	31	0	100.0	IGHD3-3
True	4952	D right	38	31	0	100.0	IGHD3-3
True	4952	J	38	48	1	100.0	IGHJ4
True	4953	V	36	296	0	87.12	IGHV1-2
True	4953	D left	36	17	0	100.0	IGHD1-7
True	4953	D right	36	17	0	100.0	IGHD1-7
True	4953	J	36	51	0	100.0	IGHJ5
True	4954	V	20	301	0	99.67	IGHV2-5
True	4954	D left	20	18	0	100.0	IGHD6-6
False	4954	D right	20	18	0	100.0	IGHD6-6
True	4954	J	20	48	0	97.06	IGHJ4
True	4955	V	39	298	0	99.66	IGHV3-9
True	4955	D left	39	16	0	100.0	IGHD4-11
True	4955	D right	39	16	0	100.0	IGHD4-11
True	4955	J	39	53	1	100.0	IGHJ2
True	4956	V	13	293	0	91.44	IGHV3-66
True	4956	D left	13	31	0	93.33	IGHD3-9
True	4956	D right	13	31	0	93.33	IGHD3-9
True	4956	J	13	48	0	97.37	IGHJ4
False	4957	V	15	294	0	94.9	IGHV5-a
True	4957	D left	15	28	0	100.0	IGHD2-21
True	4957	D right	15	28	0	100.0	IGHD2-21
False	4957	J	15	51	2	100.0	IGHJ5
True	4958	V	25	296	0	97.61	IGHV1-8
True	4958	D left	25	31	0	96.0	IGHD3-3
True	4958	D right	25	31	0	96.0	IGHD3-3
True	4958	J	25	51	0	100.0	IGHJ5
True	4959	V	29	296	1	93.9	IGHV3-30-3
True	4959	D left	29	23	0	100.0	IGHD5-12
True	4959	D right	29	23	0	100.0	IGHD5-12
True	4959	J	29	48	0	96.67	IGHJ4
True	4960	V	9	294	0	100.0	IGHV3-7
True	4960	D left	9	28	0	100.0	IGHD2-21
False	4960	D right	9	28	0	100.0	IGHD2-21
True	4960	J	9	48	1	97.3	IGHJ4
False	4961	V	27	296	2	100.0	IGHV3-48
True	4961	D left	27	31	0	100.0	IGHD3-10
True	4961	D right	27	31	0	100.0	IGHD3-10
True	4961	J	27	62	0	100.0	IGHJ6
False	4962	V	5	295	0	95.59	VH1-17P
True	4962	D left	5	28	0	100.0	IGHD2-21
True	4962	D right	5	28	1	100.0	IGHD2-21
True	4962	J	5	51	0	100.0	IGHJ5
True	4963	V	59	293	0	100.0	IGHV4-59
True	4963	D left	59	21	0	100.0	IGHD6-19
False	4963	D right	59	21	0	100.0	IGHD6-19
True	4963	J	59	51	0	100.0	IGHJ5
False	4964	V	33	299	1	89.97	IGHV4-30-4
True	4964	D left	33	31	0	100.0	IGHD3-22
True	4964	D right	33	31	0	100.0	IGHD3-22
True	4964	J	33	62	0	92.86	IGHJ6
False	4965	V	88	294	0	100.0	IGHV4-b
True	4965	J	88	62	0	97.83	IGHJ6
True	4966	V	33	296	2	95.24	IGHV5-51
False	4966	D left	33	21	0	100.0	IGHD6-19
True	4966	D right	33	21	1	100.0	IGHD6-19
True	4966	J	33	48	0	97.14	IGHJ4
False	4967	V	15	293	0	100.0	IGHV4-34
True	4967	D left	15	31	0	100.0	IGHD2-15
True	4967	D right	15	31	0	100.0	IGHD2-15
True	4967	J	15	51	0	100.0	IGHJ5
False	4968	V	15	296	0	98.99	IGHV5-51
True	4968	D left	15	20	0	100.0	IGHD5-24
True	4968	D right	15	20	0	100.0	IGHD5-24
True	4968	J	15	48	0	96.88	IGHJ4
False	4969	V	39	294	0	100.0	IGHV3-30-3
True	4969	D left	39	20	0	100.0	IGHD5-5
True	4969	D right	39	20	0	100.0	IGHD5-5
False	4969	J	39	48	2	100.0	IGHJ4
True	4970	V	49	299	0	97.99	IGHV4-39
True	4970	D left	49	20	0	100.0	IGHD1-26
True	4970	D right	49	20	0	100.0	IGHD1-26
True	4970	J	49	62	0	96.67	IGHJ6
False	4971	V	31	293	1	100.0	IGHV4-34
True	4971	D left	31	31	0	100.0	IGHD3-3
True	4971	D right	31	31	1	100.0	IGHD3-3
True	4971	J	31	52	0	100.0	IGHJ1
True	4972	V	26	294	0	92.15	IGHV3-7
True	4972	D left	26	17	0	100.0	IGHD1-1
True	4972	D right	26	17	0	100.0	IGHD1-1
True	4972	J	26	53	0	100.0	IGHJ2
True	4973	V	13	296	0	100.0	IGHV3-7
True	4973	D left	13	20	0	100.0	IGHD5-5
True	4973	D right	13	20	0	100.0	IGHD5-5
True	4973	J	13	62	0	97.44	IGHJ6
False	4974	V	33	302	4	89.07	IGHV3-72
True	4974	D left	33	21	0	100.0	IGHD6-19
True	4974	D right	33	21	0	100.0	IGHD6-19
True	4974	J	33	62	0	100.0	IGHJ6
True	4975	V	32	296	1	91.84	IGHV1-3
True	4975	D left	32	37	0	100.0	IGHD3-16
True	4975	D right	32	37	0	100.0	IGHD3-16
True	4975	J	32	48	1	95.83	IGHJ4
True	4976	V	9	293	0	100.0	IGHV4-34
True	4976	D left	9	11	0	100.0	IGHD7-27
False	4976	D right	9	11	0	100.0	IGHD7-27
True	4976	J	9	53	1	100.0	IGHJ2
True	4977	V	69	294	0	100.0	IGHV4-b
True	4977	D left	69	23	0	100.0	IGHD5-12
True	4977	D right	69	23	0	100.0	IGHD5-12
True	4977	J	69	48	0	100.0	IGHJ4
True	4978	V	7	296	0	97.97	IGHV3-30
True	4978	D left	7	31	0	100.0	IGHD2-15
True	4978	D right	7	31	0	100.0	IGHD2-15
True	4978	J	7	62	0	100.0	IGHJ6
True	4979	V	46	293	0	100.0	IGHV4-34
True	4979	D left	46	31	0	100.0	IGHD3-10
True	4979	D right	46	31	3	100.0	IGHD3-10
True	4979	J	46	51	0	100.0	IGHJ5
True	4980	V	39	296	0	100.0	IGHV3-48
True	4980	D left	39	20	0	100.0	IGHD1-26
True	4980	D right	39	20	0	100.0	IGHD1-26
True	4980	J	39	48	0	100.0	IGHJ4
False	4981	V	27	294	0	94.56	IGHV3-30-3
True	4981	D left	27	31	0	100.0	IGHD3-3
True	4981	D right	27	31	0	100.0	IGHD3-3
True	4981	J	27	62	1	98.08	IGHJ6
True	4982	V	48	293	0	98.63	IGHV3-53
True	4982	J	48	62	1	100.0	IGHJ6
True	4983	V	21	296	0	98.98	IGHV3-11
True	4983	D left	21	21	0	100.0	IGHD6-13
False	4983	D right	21	21	0	100.0	IGHD6-13
True	4983	J	21	51	0	100.0	IGHJ5
True	4984	V	9	296	0	92.18	IGHV3-30
True	4984	D left	9	20	0	100.0	IGHD1-26
True	4984	D right	9	20	0	100.0	IGHD1-26
True	4984	J	9	62	0	96.36	IGHJ6
True	4985	V	48	296	0	100.0	IGHV1-69
True	4985	D left	48	31	1	100.0	IGHD3-22
True	4985	D right	48	31	0	100.0	IGHD3-22
True	4986	V	185	296	0	96.94	IGHV3-48
True	4986	J	185	62	0	95.56	IGHJ6
True	4987	V	29	296	1	92.36	IGHV3-48
True	4987	D left	29	28	0	100.0	IGHD2-21
True	4987	D right	29	28	0	100.0	IGHD2-21
True	4987	J	29	62	0	88.0	IGHJ6
True	4988	V	37	299	1	90.88	IGHV4-39
True	4988	D left	37	31	0	100.0	IGHD2-2
False	4988	D right	37	31	1	100.0	IGHD2-2
True	4988	J	37	62	0	96.97	IGHJ6
True	4989	V	16	296	0	100.0	IGHV3-30
True	4989	D left	16	37	3	100.0	IGHD3-16
True	4989	D right	16	37	1	100.0	IGHD3-16
True	4989	J	16	48	0	96.67	IGHJ4
True	4990	V	13	296	1	97.97	IGHV3-7
True	4990	D left	13	23	0	100.0	IGHD5-12
True	4990	D right	13	23	0	100.0	IGHD5-12
True	4990	J	13	62	0	98.04	IGHJ6
True	4991	V	64	301	0	100.0	IGHV2-26
False	4991	D left	64	18	0	100.0	IGHD6-6
False	4991	D right	64	18	2	100.0	IGHD6-6
True	4991	J	64	62	0	100.0	IGHJ6
True	4992	V	30	293	1	96.23	IGHV4-34
True	4992	D left	30	21	1	100.0	IGHD6-19
True	4992	D right	30	21	1	100.0	IGHD6-19
True	4992	J	30	48	0	94.74	IGHJ4
True	4993	V	25	299	0	88.22	IGHV4-30-4
True	4993	D left	25	20	0	100.0	IGHD5-5
True	4993	D right	25	20	0	100.0	IGHD5-5
True	4993	J	25	51	1	95.0	IGHJ5
True	4994	V	7	294	0	100.0	IGHV3-7
True	4994	D left	7	21	0	100.0	IGHD6-13
False	4994	D right	7	21	0	100.0	IGHD6-13
True	4994	J	7	62	0	100.0	IGHJ6
False	4995	V	34	296	1	100.0	IGHV1-2
True	4995	D left	34	31	2	100.0	IGHD2-2
True	4995	D right	34	31	0	100.0	IGHD2-2
True	4995	J	34	51	0	100.0	IGHJ5
False	4996	V	7	296	0	100.0	IGHV3-23
True	4996	D left	7	31	0	100.0	IGHD3-22
True	4996	D right	7	31	1	100.0	IGHD3-22
True	4996	J	7	51	1	100.0	IGHJ5
True	4997	V	19	298	0	100.0	IGHV3-43
True	4997	D left	19	31	0	100.0	IGHD3/OR15-3b
True	4997	D right	19	31	0	100.0	IGHD3/OR15-3b
True	4997	J	19	62	0	100.0	IGHJ6
False	4998	V	33	293	1	98.29	IGHV4-34
True	4998	D left	33	16	1	100.0	IGHD4-17
True	4998	D right	33	16	0	100.0	IGHD4-17
True	4998	J	33	62	0	97.92	IGHJ6
True	4999	V	8	293	0	94.83	IGHV3-53
True	4999	D left	8	21	0	100.0	IGHD6-19
True	4999	D right	8	21	0	100.0	IGHD6-19
True	4999	J	8	62	0	97.67	IGHJ6
False	5000	V	29	293	2	100.0	IGHV4-59
True	5000	D left	29	20	0	100.0	IGHD5-5
True	5000	D right	29	20	0	100.0	IGHD5-5
True	5000	J	29	51	0	100.0	IGHJ5
True	5001	V	31	293	0	97.23	IGHV3-66
True	5001	D left	31	31	0	100.0	IGHD3-10
True	5001	D right	31	31	1	100.0	IGHD3-10
True	5001	J	31	51	2	96.15	IGHJ5
False	5002	V	47	296	1	100.0	IGHV3-11
True	5002	D left	47	31	0	100.0	IGHD3-3
True	5002	D right	47	31	1	100.0	IGHD3-3
True	5002	J	47	51	0	100.0	IGHJ5
True	5003	V	10	296	1	99.66	IGHV1-69
True	5003	D left	10	18	0	100.0	IGHD6-6
True	5003	D right	10	18	0	100.0	IGHD6-6
True	5003	J	10	62	0	98.0	IGHJ6
False	5004	V	31	296	1	100.0	IGHV5-51
True	5004	D left	31	30	0	100.0	IGHD3-10
True	5004	D right	31	30	0	100.0	IGHD3-10
True	5004	J	31	48	1	100.0	IGHJ4
True	5005	V	29	293	0	94.16	IGHV4-34
True	5005	D left	29	37	0	87.5	IGHD3-16
True	5005	D right	29	37	0	87.5	IGHD3-16
True	5005	J	29	51	0	100.0	IGHJ5
False	5006	V	16	296	1	100.0	IGHV1-18
True	5006	D left	16	31	0	100.0	IGHD2-2
True	5006	D right	16	31	0	100.0	IGHD2-2
True	5006	J	16	62	0	97.67	IGHJ6
True	5007	V	16	293	0	100.0	IGHV3-53
True	5007	D left	16	30	0	100.0	IGHD3-10
True	5007	D right	16	30	0	100.0	IGHD3-10
True	5007	J	16	48	2	96.77	IGHJ4
True	5008	V	37	293	0	100.0	IGHV4-34
True	5008	D left	37	17	0	100.0	IGHD1-20
False	5008	D right	37	17	1	100.0	IGHD1-20
True	5009	V	21	296	0	98.98	IGHV3-48
False	5009	D left	21	31	0	95.24	IGHD3-22
True	5009	D right	21	31	0	95.24	IGHD3-22
True	5009	J	21	51	0	100.0	IGHJ5
True	5010	V	26	296	4	91.19	IGHV3-30
True	5010	D left	26	31	0	100.0	IGHD3-9
True	5010	D right	26	31	2	100.0	IGHD3-9
True	5010	J	26	48	0	93.33	IGHJ4
True	5011	V	5	296	0	100.0	IGHV1-69
True	5011	D left	5	28	0	100.0	IGHD2-21
True	5011	D right	5	28	0	100.0	IGHD2-21
False	5011	J	5	48	2	97.62	IGHJ4
True	5012	V	12	305	0	95.38	IGHV6-1
False	5012	D left	12	21	0	100.0	IGHD6-19
True	5012	D right	12	21	0	100.0	IGHD6-19
False	5013	V	35	293	1	100.0	IGHV4-59
True	5013	D left	35	20	0	100.0	IGHD5-24
True	5013	D right	35	20	0	100.0	IGHD5-24
True	5013	J	35	53	0	97.56	IGHJ2
False	5014	V	43	298	0	99.33	IGHV3-9
True	5014	D left	43	31	0	100.0	IGHD2-2
True	5014	D right	43	31	0	100.0	IGHD2-2
True	5014	J	43	48	0	100.0	IGHJ4
True	5015	V	40	296	0	99.66	IGHV5-51
True	5015	D left	40	37	1	100.0	IGHD3-16
True	5015	D right	40	37	0	100.0	IGHD3-16
True	5015	J	40	51	0	100.0	IGHJ5
False	5016	V	20	296	1	93.24	IGHV3-11
True	5016	D left	20	30	1	100.0	IGHD3-10
True	5016	D right	20	30	0	100.0	IGHD3-10
True	5016	J	20	51	0	96.0	IGHJ5
True	5017	V	34	299	3	100.0	IGHV4-39
True	5017	D left	34	21	0	100.0	IGHD6-19
True	5017	D right	34	21	1	100.0	IGHD6-19
True	5017	J	34	51	2	100.0	IGHJ5
